date,WEBS-0001,WEBG-0001,INCZ-0001,ACTI-0024,WEBH-0001,OTHERS
2019-05-09,4,7,0,0,0,88
2019-05-10,4,7,0,0,0,95
2019-05-11,4,7,0,0,0,96
2019-05-12,4,7,0,0,0,95
2019-05-13,4,7,0,0,0,106
2019-05-14,5,9,0,0,0,109
2019-05-15,5,12,0,0,0,110
2019-05-16,5,20,0,0,0,115
2019-05-17,6,20,0,2,0,121
2019-05-18,6,20,0,2,0,135
2019-05-19,6,26,0,2,0,143
2019-05-20,6,27,0,2,0,143
2019-05-21,8,27,0,2,0,145
2019-05-22,8,32,0,2,0,149
2019-05-23,8,33,0,2,0,204
2019-05-24,8,33,0,2,0,252
2019-05-25,8,33,0,2,0,606
2019-05-26,8,34,0,2,0,1445
2019-05-27,8,34,0,2,0,1449
2019-05-28,8,34,0,2,0,2559
2019-05-29,8,34,0,2,0,2565
2019-05-30,8,34,0,2,0,2565
2019-05-31,8,35,0,2,0,2574
2019-06-01,8,35,0,2,0,2575
2019-06-02,8,35,0,2,0,2574
2019-06-03,8,35,0,2,0,2574
2019-06-04,8,35,0,2,0,2609
2019-06-05,8,35,0,2,0,2674
2019-06-06,9,35,0,2,0,2694
2019-06-07,18,35,0,2,0,2738
2019-06-08,22,36,0,2,0,2751
2019-06-09,22,36,0,2,0,2766
2019-06-10,24,36,0,2,0,2791
2019-06-11,27,35,0,2,0,2810
2019-06-12,36,35,0,2,0,2859
2019-06-13,67,35,0,2,0,2892
2019-06-14,80,34,0,2,0,2924
2019-06-15,83,34,0,3,0,2955
2019-06-16,85,34,0,3,0,2960
2019-06-17,86,34,0,3,0,2967
2019-06-18,87,34,0,3,0,3034
2019-06-19,108,34,0,3,0,3069
2019-06-20,108,34,0,3,0,3113
2019-06-21,115,34,0,3,0,3147
2019-06-22,115,35,0,3,0,3177
2019-06-23,119,35,0,3,0,3196
2019-06-24,120,36,0,3,0,3227
2019-06-25,119,37,0,3,0,3275
2019-06-26,110,37,0,3,0,3342
2019-06-27,113,37,0,3,0,3376
2019-06-28,114,37,0,3,0,3402
2019-06-29,115,37,0,3,0,3427
2019-06-30,124,37,0,3,0,3433
2019-07-01,124,37,0,3,0,3447
2019-07-02,124,38,0,3,0,3504
2019-07-03,134,38,0,3,0,3550
2019-07-04,152,38,0,4,0,3567
2019-07-05,152,38,0,4,0,3597
2019-07-06,153,38,0,4,0,3621
2019-07-07,153,38,0,4,0,3616
2019-07-08,152,38,0,4,0,3632
2019-07-09,154,38,0,5,0,3688
2019-07-10,156,38,0,5,0,3746
2019-07-11,156,40,0,3,0,3801
2019-07-12,159,40,0,3,0,3828
2019-07-13,158,40,0,3,0,3871
2019-07-14,157,40,0,3,0,3883
2019-07-15,158,40,0,3,0,3911
2019-07-16,160,40,0,3,0,3958
2019-07-17,161,40,0,3,0,3999
2019-07-18,161,40,0,3,0,4051
2019-07-19,165,40,0,3,0,4540
2019-07-20,177,40,0,3,0,4575
2019-07-21,179,40,0,3,0,4587
2019-07-22,180,40,0,3,0,4607
2019-07-23,178,40,0,4,0,4665
2019-07-24,179,41,0,4,0,4688
2019-07-25,183,43,0,4,0,4709
2019-07-26,182,43,0,3,0,4742
2019-07-27,182,43,0,3,0,4791
2019-07-28,183,43,0,3,0,4806
2019-07-29,183,43,0,3,0,4821
2019-07-30,183,43,0,3,0,4863
2019-07-31,183,43,0,3,0,4912
2019-08-01,183,43,0,3,0,4939
2019-08-02,185,43,0,4,0,4990
2019-08-04,187,43,0,4,0,5018
2019-08-05,187,43,0,4,0,5034
2019-08-06,188,44,0,4,0,5075
2019-08-07,187,44,0,4,0,5125
2019-08-08,189,44,0,4,0,5161
2019-08-09,190,45,0,4,0,5206
2019-08-10,191,45,0,4,0,5226
2019-08-11,193,45,0,4,0,5235
2019-08-12,195,45,0,4,0,5268
2019-08-13,216,45,0,4,0,5319
2019-08-14,217,45,0,4,0,5348
2019-08-15,218,45,0,4,0,5377
2019-08-16,219,45,0,4,0,5398
2019-08-17,219,45,0,4,0,5424
2019-08-18,220,45,0,4,0,5436
2019-08-19,222,45,0,4,0,5461
2019-08-20,223,46,0,6,0,5512
2019-08-21,223,46,0,6,0,5553
2019-08-22,224,46,0,6,0,5611
2019-08-23,225,46,0,6,0,5655
2019-08-24,230,46,0,5,0,5688
2019-08-25,230,46,0,5,0,5703
2019-08-26,230,46,0,5,0,5743
2019-08-27,233,47,0,5,0,5808
2019-08-28,245,47,0,5,0,5874
2019-08-29,248,47,0,5,0,5900
2019-08-30,246,47,0,6,0,5936
2019-08-31,247,48,0,6,0,5987
2019-09-01,247,49,0,6,0,6006
2019-09-02,248,49,0,6,0,6038
2019-09-03,248,50,0,6,0,6100
2019-09-04,254,51,0,6,0,6160
2019-09-05,259,53,0,6,0,6219
2019-09-06,259,54,0,6,0,6272
2019-09-07,260,54,0,6,0,6295
2019-09-08,260,54,0,6,0,6308
2019-09-09,260,54,0,6,0,6341
2019-09-10,260,54,0,6,0,6377
2019-09-11,260,54,0,6,0,6427
2019-09-12,259,54,0,6,0,6470
2019-09-13,259,54,0,6,0,6519
2019-09-14,260,54,0,7,0,6561
2019-09-15,259,54,0,7,0,6577
2019-09-16,259,55,0,7,0,6614
2019-09-17,259,55,0,7,0,6667
2019-09-18,259,55,0,7,0,6711
2019-09-19,262,56,0,7,0,6762
2019-09-20,263,56,0,7,0,6790
2019-09-21,264,56,0,7,0,6824
2019-09-22,289,56,0,7,0,6838
2019-09-23,290,57,0,7,0,6859
2019-09-24,291,57,0,7,0,6920
2019-09-25,293,57,0,7,0,6963
2019-09-26,294,57,0,7,0,7004
2019-09-27,294,57,0,7,0,7043
2019-09-28,293,57,0,7,0,7078
2019-09-29,294,57,0,7,0,7092
2019-09-30,294,57,0,7,0,7110
2019-10-01,295,58,0,7,0,7153
2019-10-02,294,64,0,7,0,7220
2019-10-03,297,66,0,7,0,7270
2019-10-04,305,66,0,7,0,7319
2019-10-05,335,66,0,7,0,7396
2019-10-06,341,67,0,7,0,7422
2019-10-07,345,67,0,7,0,7473
2019-10-08,352,129,0,7,0,7537
2019-10-09,354,228,0,7,0,7585
2019-10-10,359,294,0,7,0,7638
2019-10-11,366,357,0,7,0,7686
2019-10-12,366,414,0,9,0,7774
2019-10-13,366,426,0,9,0,7789
2019-10-14,368,464,0,9,0,7837
2019-10-15,372,545,0,9,0,7894
2019-10-16,375,625,0,8,0,7951
2019-10-17,375,700,0,6,0,8005
2019-10-18,376,759,0,6,0,8046
2019-10-19,377,807,0,6,0,8100
2019-10-20,378,819,0,6,0,8121
2019-10-21,378,834,0,6,0,8156
2019-10-22,589,905,0,6,0,8205
2019-10-23,590,984,0,6,0,8247
2019-10-24,590,1037,0,6,0,8277
2019-10-25,589,1115,0,6,0,8318
2019-10-26,588,1157,0,6,0,8355
2019-10-27,587,1171,0,6,0,8370
2019-10-28,587,1182,0,6,0,8388
2019-10-29,2546,1261,0,6,0,8385
2019-10-30,2968,1334,0,6,0,8414
2019-10-31,3318,1398,0,6,0,8443
2019-11-01,3595,1466,0,6,0,8472
2019-11-02,3713,1475,0,6,0,8491
2019-11-03,3811,1487,0,6,0,8488
2019-11-04,3977,1495,0,6,0,8510
2019-11-05,8587,1559,0,6,0,8458
2019-11-06,12091,1612,0,7,0,8423
2019-11-07,16976,1666,0,6,0,8349
2019-11-08,19238,1718,0,7,0,8320
2019-11-09,19468,1771,0,7,0,8339
2019-11-10,19565,1783,0,7,0,8344
2019-11-11,19722,1806,0,7,0,8347
2019-11-12,20158,1881,0,7,0,8367
2019-11-13,20860,1941,0,7,0,8382
2019-11-14,21142,1972,0,7,0,8783
2019-11-15,21386,2040,0,7,0,8815
2019-11-16,21611,2096,0,7,0,8826
2019-11-17,21663,2110,0,7,0,8828
2019-11-18,21821,2119,0,7,0,8848
2019-11-19,22490,2173,0,7,0,8896
2019-11-20,25048,2219,0,7,0,8872
2019-11-21,31359,2257,0,7,0,8769
2019-11-22,35513,2278,0,7,0,8703
2019-11-23,37617,2339,0,7,0,8674
2019-11-24,37632,2352,0,7,0,8682
2019-11-25,37784,2352,0,7,0,8673
2019-11-26,41831,2334,0,7,0,8602
2019-11-27,45537,2370,0,6,0,8558
2019-11-28,48478,2416,0,8,0,8518
2019-11-29,52893,2449,0,8,0,8444
2019-11-30,55287,2477,0,8,0,8394
2019-12-01,55283,2497,0,7,0,8401
2019-12-02,55345,2507,0,7,0,8415
2019-12-03,59351,2503,0,6,0,8377
2019-12-04,63596,2545,0,6,0,8328
2019-12-05,66568,2575,0,6,0,8253
2019-12-07,73825,2619,0,6,0,8246
2019-12-08,73828,2623,0,6,0,8295
2019-12-09,73841,2630,0,6,0,8354
2019-12-10,74020,2642,0,6,0,8376
2019-12-11,74137,2693,0,6,0,8398
2019-12-12,74539,2743,0,6,0,8422
2019-12-13,74979,2785,0,6,0,8433
2019-12-14,75362,2826,0,6,0,8461
2019-12-15,75336,2851,0,6,0,8461
2019-12-16,75348,2861,0,6,0,8472
2019-12-17,75626,2885,0,6,0,8497
2019-12-18,75751,2955,0,6,0,8514
2019-12-19,76091,3009,0,5,0,8522
2019-12-20,76371,3048,0,5,0,8534
2019-12-21,76401,3095,0,5,0,8560
2019-12-22,76376,3117,0,5,0,8582
2019-12-23,76392,3121,0,5,0,8586
2019-12-24,76558,3129,0,5,0,8595
2019-12-25,76965,3166,0,5,0,8594
2019-12-26,77359,3166,0,5,0,8589
2019-12-27,77836,3171,0,5,0,8589
2019-12-28,78157,3181,0,5,0,8591
2019-12-29,78311,3228,0,5,0,8603
2019-12-30,78368,3238,0,5,0,8605
2019-12-31,78635,3264,0,5,0,8612
2020-01-01,78988,3317,0,5,0,8618
2020-01-02,79575,3347,0,5,0,8613
2020-01-03,80214,3366,0,5,0,8622
2020-01-04,80868,3404,0,6,0,8619
2020-01-05,81091,3806,0,41,0,11892
2020-01-06,81451,3819,0,41,0,11896
2020-01-07,81542,3835,0,42,0,11919
2020-01-08,81576,3868,0,41,0,11934
2020-01-09,81596,3977,0,41,0,11958
2020-01-10,81611,4131,0,41,0,11995
2020-01-11,81611,4232,0,41,0,12030
2020-01-12,81583,4302,0,41,0,12040
2020-01-13,81575,4305,0,41,0,12086
2020-01-14,81647,4343,0,40,0,12116
2020-01-15,81628,4454,0,40,0,12142
2020-01-16,81568,4532,0,40,0,12164
2020-01-17,81523,4615,0,40,0,12187
2020-01-18,81486,4687,0,40,0,12206
2020-01-19,81417,4745,0,40,0,12220
2020-01-20,81396,4751,0,40,0,12238
2020-01-21,81363,4783,0,40,0,12274
2020-01-22,81310,4897,0,40,0,12335
2020-01-23,81265,5000,0,40,0,12380
2020-01-24,81221,5075,0,40,0,12413
2020-01-25,81189,5164,0,40,0,12436
2020-01-26,81137,5213,0,39,0,12438
2020-01-27,81075,5222,0,39,0,12451
2020-01-28,81048,5266,0,39,0,12509
2020-01-29,81025,5340,0,39,0,12515
2020-01-30,80978,5425,0,39,0,12528
2020-01-31,80910,5481,0,39,0,12617
2020-02-01,80868,5565,0,39,0,12644
2020-02-02,80817,5618,0,39,0,12668
2020-02-03,80780,5631,0,39,0,12680
2020-02-04,80755,5654,0,39,0,12701
2020-02-05,80681,5737,0,40,0,12726
2020-02-06,80599,5829,0,40,0,12741
2020-02-07,80634,5901,0,40,0,12805
2020-02-08,80645,5963,0,40,0,12827
2020-02-09,80645,5997,0,40,0,12841
2020-02-10,80700,6007,0,40,0,12860
2020-02-11,80830,6033,0,40,0,12899
2020-02-12,80964,6128,0,40,0,12932
2020-02-13,81523,6214,0,40,0,12928
2020-02-14,81694,6284,0,40,0,12938
2020-02-15,81739,6332,0,40,0,12958
2020-02-17,81736,6404,0,40,0,12983
2020-02-18,81871,6430,0,40,0,13009
2020-02-19,81897,6538,0,40,0,13027
2020-02-20,81945,6613,0,40,0,13041
2020-02-21,82177,6678,0,40,0,13074
2020-02-22,82176,6729,0,40,0,13101
2020-02-23,82147,6785,0,40,0,13108
2020-02-24,82442,6790,0,40,0,13109
2020-02-25,82471,6830,0,40,0,13123
2020-02-26,82495,6929,0,42,0,13149
2020-02-27,82521,7006,0,42,0,13166
2020-02-28,82560,7075,0,44,0,13179
2020-02-29,82607,7144,0,44,0,13205
2020-03-01,82626,7219,0,44,0,13218
2020-03-02,82602,7226,0,44,0,13224
2020-03-03,82664,7267,0,45,0,13234
2020-03-04,82713,7340,0,45,0,13256
2020-03-05,82742,7413,0,45,0,13277
2020-03-06,82781,7489,0,45,0,13296
2020-03-07,82791,7566,0,46,0,13324
2020-03-08,82760,7620,0,46,0,13325
2020-03-09,82732,7634,0,46,0,13345
2020-03-10,82809,7655,0,46,0,13367
2020-03-11,82845,7736,0,46,0,13399
2020-03-12,82878,7819,0,46,0,13420
2020-03-13,82899,7865,0,46,0,13439
2020-03-14,82901,7924,0,46,0,13460
2020-03-15,82883,7962,0,46,0,13468
